Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,Mike Miller,SG,27,MEM,70,70,2474,414,824,155,359,259,465,164,212,51,416,467,240,35,16,182,145,1147
2008,Paul Millsap,PF,22,UTA,82,2,1702,253,502,0,4,253,498,155,229,167,293,460,81,72,73,87,269,661
2008,Yao Ming*,C,27,HOU,55,55,2044,432,852,0,2,432,850,345,406,172,422,594,129,25,111,183,171,1209
2008,Cuttino Mobley,SG,32,LAC,77,38,2702,377,870,67,192,310,678,163,199,50,225,275,202,78,34,123,152,984
2008,Nazr Mohammed,C,30,TOT,82,29,1650,272,528,0,1,272,527,95,163,194,300,494,72,45,60,101,230,639
2008,Nazr Mohammed,C,30,DET,21,0,228,28,59,0,1,28,58,13,30,29,44,73,6,7,8,11,36,69
2008,Nazr Mohammed,C,30,CHA,61,29,1422,244,469,0,0,244,469,82,133,165,256,421,66,38,52,90,194,570
2008,Jamario Moon,SF,27,TOR,78,75,2166,279,575,40,122,239,453,63,85,92,392,484,90,80,108,51,152,661
2008,Mikki Moore,PF,32,SAC,82,79,2385,282,489,0,2,282,487,134,182,160,334,494,84,35,46,110,310,698
2008,Randolph Morris,C,22,NYK,18,2,181,21,58,0,0,21,58,14,29,12,25,37,2,4,2,9,37,56
2008,Alonzo Mourning*,C,37,MIA,25,0,389,52,95,0,0,52,95,45,76,34,59,93,7,4,42,25,56,149
2008,Troy Murphy,PF,27,IND,75,61,2106,315,693,94,236,221,457,192,241,108,435,543,165,49,32,96,217,916
2008,Ronald Murray,PG,28,TOT,42,19,874,154,367,20,63,134,304,68,98,23,60,83,144,38,4,84,50,396
2008,Ronald Murray,PG,28,DET,19,2,347,57,139,6,27,51,112,22,37,13,23,36,64,13,1,31,19,142
2008,Ronald Murray,PG,28,IND,23,17,527,97,228,14,36,83,192,46,61,10,37,47,80,25,3,53,31,254
2008,Dikembe Mutombo*,C,41,HOU,39,25,619,43,80,0,0,43,80,32,45,68,131,199,5,11,48,17,55,118
2008,Bostjan Nachbar,PF,27,NJN,75,1,1660,245,609,94,262,151,347,154,196,56,204,260,88,44,21,85,182,738
2008,Eduardo Najera,PF,31,DEN,78,3,1664,174,368,53,147,121,221,63,89,113,224,337,95,69,40,59,199,464
2008,Steve Nash,PG,33,PHO,81,81,2780,485,962,179,381,306,581,222,245,28,254,282,898,53,5,295,113,1371
2008,Juan Carlos Navarro,SG,27,MEM,82,30,2117,308,766,156,432,152,334,124,146,34,176,210,177,48,1,134,94,896
2008,Jameer Nelson,PG,25,ORL,69,62,1961,283,603,64,154,219,449,125,151,28,215,243,383,63,4,141,167,755
2008,Rasho Nesterovic,C,31,TOR,71,39,1486,257,467,1,3,256,464,37,49,130,212,342,82,20,52,60,132,552
2008,Ira Newble,SG-SF,33,TOT,49,13,698,76,174,16,49,60,125,20,26,47,78,125,18,28,8,34,69,188
2008,Ira Newble,SG,33,CLE,41,13,650,71,158,15,45,56,113,20,26,41,73,114,14,27,7,31,64,177
2008,Ira Newble,SF,33,SEA,2,0,17,2,7,0,2,2,5,0,0,0,0,0,1,0,0,0,0,4
2008,Ira Newble,SF,33,LAL,6,0,31,3,9,1,2,2,7,0,0,6,5,11,3,1,1,3,5,7
2008,Demetris Nichols,SF,23,TOT,14,0,44,6,23,3,13,3,10,0,0,0,5,5,1,0,3,4,4,15
2008,Demetris Nichols,SF,23,CLE,3,0,14,1,8,0,3,1,5,0,0,0,1,1,0,0,0,2,0,2
2008,Demetris Nichols,SF,23,CHI,11,0,30,5,15,3,10,2,5,0,0,0,4,4,1,0,3,2,4,13
2008,Joakim Noah,C,22,CHI,74,31,1534,177,367,0,1,177,366,134,194,174,242,416,84,68,64,89,173,488
2008,Andres Nocioni,SF,28,CHI,82,27,2021,379,877,126,346,253,531,196,243,48,294,342,95,25,43,133,245,1080
2008,Steve Novak,SF,24,HOU,35,0,264,49,102,34,71,15,31,3,4,4,31,35,6,2,3,4,17,135
2008,Dirk Nowitzki,PF,29,DAL,77,77,2769,630,1314,79,220,551,1094,478,544,95,564,659,266,51,71,160,198,1817
2008,Patrick O'Bryant,C,21,GSW,24,0,99,16,29,0,0,16,29,3,5,10,19,29,4,4,9,7,27,35
2008,Jermaine O'Neal,C,29,IND,42,34,1206,225,512,0,5,225,507,121,163,82,201,283,93,20,87,106,129,571
2008,Shaquille O'Neal*,C,35,TOT,61,61,1748,331,558,0,0,331,558,170,338,166,388,554,93,32,88,181,228,832
2008,Shaquille O'Neal*,C,35,MIA,33,33,945,191,329,0,0,191,329,88,178,99,159,258,45,19,54,98,134,470
2008,Shaquille O'Neal*,C,35,PHO,28,28,803,140,229,0,0,140,229,82,160,67,229,296,48,13,34,83,94,362
2008,Fabricio Oberto,PF,32,SAS,82,64,1644,180,296,0,1,180,295,37,61,153,277,430,95,37,20,51,203,397
2008,Lamar Odom,PF,28,LAL,77,77,2921,417,795,31,113,386,682,229,328,197,622,819,273,75,72,156,222,1094
2008,Emeka Okafor,C,25,CHA,82,82,2718,460,860,0,0,460,860,213,374,255,621,876,70,62,138,164,241,1133
2008,Mehmet Okur,C,28,UTA,72,72,2390,374,841,114,294,260,547,185,230,132,424,556,145,55,29,104,236,1047
2008,Kevin Ollie,SG,35,PHI,40,0,300,29,69,0,1,29,68,12,15,4,15,19,38,10,0,5,28,70
2008,Bo Outlaw,PF,36,ORL,2,0,7,2,3,0,0,2,3,0,0,0,0,0,0,0,0,1,1,4
2008,Travis Outlaw,PF,23,POR,82,6,2186,417,964,40,101,377,863,218,294,96,280,376,106,59,63,107,173,1092
2008,Andre Owens,PG,27,IND,31,7,392,40,107,18,40,22,67,25,34,13,34,47,47,13,3,24,37,123
2008,Zaza Pachulia,C,23,ATL,62,5,944,107,245,0,3,107,242,108,153,89,159,248,36,24,13,69,140,322
2008,Jannero Pargo,SG,28,NOH,80,5,1497,254,652,65,186,189,466,71,81,26,104,130,192,50,5,93,123,644
2008,Anthony Parker,SG,32,TOR,82,82,2634,395,829,133,304,262,525,102,125,50,284,334,183,79,17,87,157,1025
2008,Smush Parker,PG,26,TOT,28,2,592,64,184,18,78,46,106,19,28,4,47,51,84,24,6,44,60,165
2008,Smush Parker,PG,26,MIA,9,0,183,17,54,6,24,11,30,3,4,2,17,19,15,5,3,8,13,43
2008,Smush Parker,PG,26,LAC,19,2,409,47,130,12,54,35,76,16,24,2,30,32,69,19,3,36,47,122
2008,Tony Parker,PG,25,SAS,69,68,2312,515,1043,17,66,498,977,248,347,30,191,221,411,55,8,164,93,1295
2008,Ruben Patterson,SF,32,LAC,20,5,327,39,86,0,2,39,84,24,43,24,40,64,17,21,7,27,37,102
2008,Chris Paul,PG,22,NOH,80,80,3006,630,1291,92,249,538,1042,332,390,62,259,321,925,217,4,201,185,1684
2008,Sasha Pavlovic,SG,24,CLE,51,45,1188,146,403,34,114,112,289,53,77,35,93,128,82,29,6,55,117,379
2008,Oleksiy Pecherov,C,22,WAS,35,0,320,44,125,17,60,27,65,20,31,21,45,66,7,6,5,17,30,125
2008,Kendrick Perkins,C,23,BOS,78,78,1912,214,348,0,1,214,347,114,183,145,329,474,84,31,114,125,242,542
2008,Kosta Perovic,C,22,GSW,7,0,38,3,10,0,0,3,10,4,6,6,7,13,1,0,2,1,6,10
2008,Morris Peterson,SG,30,NOH,76,76,1796,215,516,113,287,102,229,65,85,36,170,206,67,47,7,41,125,608
2008,Johan Petro,C,22,SEA,72,28,1310,184,439,0,1,184,438,64,87,98,272,370,32,35,42,73,173,432
2008,Eric Piatkowski,SF,37,PHO,16,0,113,12,33,11,26,1,7,4,4,1,11,12,10,0,1,6,11,39
2008,Paul Pierce,SF,30,BOS,80,80,2874,509,1098,143,365,366,733,409,485,53,358,411,363,101,36,221,200,1570
2008,Mickael Pietrus,SF,25,GSW,66,16,1316,170,387,66,183,104,204,66,98,67,175,242,49,66,43,48,200,472
2008,Scot Pollard,C,32,BOS,22,0,173,12,23,0,0,12,23,15,22,14,23,37,3,3,6,5,43,39
2008,James Posey,PF,31,BOS,74,2,1821,173,414,106,279,67,135,93,115,30,292,322,114,72,19,65,182,545
2008,Leon Powe,C,24,BOS,56,5,809,154,269,0,1,154,268,137,193,95,132,227,15,15,16,43,127,445
2008,Josh Powell,C,25,LAC,64,25,1228,145,315,0,3,145,312,63,87,115,216,331,47,14,23,65,130,353
2008,Kasib Powell,SF,26,MIA,11,4,304,35,95,8,33,27,62,6,9,8,36,44,18,9,2,5,18,84
2008,Ronnie Price,PG,24,UTA,61,3,588,88,204,26,75,62,129,26,38,8,38,46,78,32,3,30,83,228
2008,Tayshaun Prince,SF,27,DET,82,82,2694,421,940,53,146,368,794,185,241,109,289,398,268,42,33,91,90,1080
2008,Gabe Pruitt,PG,21,BOS,15,0,95,14,39,3,12,11,27,1,2,1,7,8,13,5,0,5,10,32
2008,Joel Przybilla,C,28,POR,77,67,1819,144,250,0,1,144,249,83,122,195,454,649,27,13,93,95,234,371
2008,Chris Quinn,PG,24,MIA,60,25,1340,158,373,64,159,94,214,85,98,11,107,118,178,46,4,55,90,465
2008,Vladimir Radmanovic,SF,27,LAL,65,41,1483,198,437,95,234,103,203,52,65,56,159,215,123,46,12,73,147,543
2008,Shavlik Randolph,PF,24,PHI,9,0,27,4,14,0,0,4,14,0,0,9,2,11,3,1,3,2,5,8
2008,Zach Randolph,C,26,NYK,69,68,2244,486,1058,22,80,464,978,223,289,184,526,710,140,59,16,186,194,1217
2008,Theo Ratliff,C-PF,34,TOT,26,9,437,41,85,0,1,41,84,29,43,32,57,89,14,7,37,21,59,111
2008,Theo Ratliff,PF,34,MIN,10,6,214,23,45,0,1,23,44,17,25,13,26,39,7,3,19,12,30,63
2008,Theo Ratliff,C,34,DET,16,3,223,18,40,0,0,18,40,12,18,19,31,50,7,4,18,9,29,48
2008,Michael Redd,SG,28,MIL,72,71,2702,550,1243,130,359,420,884,402,490,85,224,309,247,65,13,181,120,1632
2008,J.J. Redick,SG,23,ORL,34,0,276,48,108,17,43,31,65,27,34,1,22,23,16,4,0,15,29,140
2008,Chris Richard,C,23,MIN,52,3,556,41,87,0,0,41,87,16,27,52,83,135,18,10,12,24,83,98
2008,Jason Richardson,SF,27,CHA,82,82,3149,648,1468,243,599,405,869,249,331,80,361,441,258,116,57,166,241,1788
2008,Jeremy Richardson,SG-SF,23,TOT,27,1,132,16,44,7,19,9,25,2,2,1,8,9,2,3,0,6,13,41
2008,Jeremy Richardson,SF,23,MEM,3,0,15,0,6,0,2,0,4,0,0,0,1,1,1,0,0,1,2,0
2008,Jeremy Richardson,SG,23,SAS,5,1,29,3,7,2,5,1,2,2,2,0,1,1,1,1,0,0,5,10
2008,Jeremy Richardson,SF,23,ATL,19,0,88,13,31,5,12,8,19,0,0,1,6,7,0,2,0,5,6,31
2008,Quentin Richardson,SF,27,NYK,65,65,1841,199,555,69,214,130,341,60,88,56,259,315,116,44,15,69,153,527
2008,Luke Ridnour,PG,26,SEA,61,5,1223,147,368,21,71,126,297,78,91,13,81,94,241,37,14,80,120,393
2008,Nate Robinson,PG,23,NYK,72,17,1883,331,782,97,292,234,490,154,196,51,171,222,212,60,1,103,186,913
2008,Sergio Rodriguez,PG,21,POR,72,0,628,69,196,17,58,52,138,25,38,13,45,58,123,24,0,53,57,180
2008,Rajon Rondo,PG,21,BOS,77,77,2306,351,713,5,19,346,694,107,175,78,244,322,393,129,13,147,187,814
2008,Malik Rose,PF,33,NYK,49,3,494,66,180,2,7,64,173,37,51,31,72,103,28,16,7,40,80,171
2008,Quinton Ross,SG,26,LAC,76,44,1505,131,335,9,21,122,314,40,60,54,118,172,88,43,33,29,132,311
2008,Brandon Roy,SG,23,POR,74,74,2792,531,1170,73,215,458,955,281,373,81,267,348,430,79,16,136,147,1416
2008,Michael Ruffin,C,31,MIL,46,2,632,33,62,0,0,33,62,25,63,90,96,186,24,31,19,19,93,91
2008,Kareem Rush,SG,27,IND,71,15,1504,228,569,102,262,126,307,30,42,19,149,168,89,42,19,62,108,588
2008,John Salmons,SG,28,SAC,81,41,2517,381,799,39,120,342,679,214,260,76,273,349,208,93,31,170,171,1015
2008,Cheikh Samb,C,23,DET,4,0,31,3,4,0,0,3,4,1,2,3,4,7,0,1,2,1,8,7
2008,Brian Scalabrine,PF,29,BOS,48,9,512,29,94,15,46,14,48,15,20,22,57,79,40,9,8,26,63,88
2008,Luis Scola,PF,27,HOU,82,39,2024,345,670,0,3,345,667,157,235,174,351,525,106,60,19,105,235,847
2008,Thabo Sefolosha,SG,23,CHI,69,22,1436,180,421,29,88,151,333,75,104,50,205,255,129,61,30,93,128,464
2008,Mouhamed Sene,C,21,SEA,13,0,62,11,24,0,0,11,24,8,17,7,9,16,1,0,7,0,9,30
2008,Ramon Sessions,PG,21,MIL,17,7,450,51,117,3,7,48,110,32,41,8,50,58,127,17,3,36,26,137
2008,Bobby Simmons,SF,27,MIL,70,21,1521,209,496,60,171,149,325,53,70,67,159,226,80,50,5,78,140,531
2008,Cedric Simmons,PF,22,TOT,14,0,87,4,14,0,0,4,14,0,10,6,12,18,0,2,5,6,8,8
2008,Cedric Simmons,PF,22,CLE,7,0,68,2,6,0,0,2,6,0,8,5,10,15,0,2,5,4,7,4
2008,Cedric Simmons,PF,22,CHI,7,0,19,2,8,0,0,2,8,0,2,1,2,3,0,0,0,2,1,4
2008,Courtney Sims,C,24,IND,3,0,11,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,2,0
2008,Brian Skinner,C,31,PHO,66,0,844,92,198,2,3,90,195,33,63,63,175,238,15,21,77,39,112,219
2008,Craig Smith,PF,24,MIN,77,11,1547,297,528,0,9,297,519,133,200,123,230,353,60,36,17,89,217,727
2008,J.R. Smith,SG,22,DEN,74,0,1421,311,674,157,390,154,284,128,178,43,109,152,128,62,12,112,144,907
2008,Jason Smith,PF,21,PHI,76,1,1107,141,310,4,14,137,296,54,82,77,153,230,20,22,50,48,142,340
2008,Joe Smith,PF,32,TOT,77,36,1726,312,653,0,3,312,650,154,204,163,238,401,66,34,47,71,186,778
2008,Joe Smith,PF,32,CHI,50,35,1146,225,483,0,1,225,482,109,135,108,157,265,47,25,31,49,113,559
2008,Joe Smith,PF,32,CLE,27,1,580,87,170,0,2,87,168,45,69,55,81,136,19,9,16,22,73,219
2008,Josh Smith,PF,22,ATL,81,81,2873,518,1133,25,99,493,1034,333,469,161,506,667,272,123,227,245,269,1394
2008,Eric Snow,PG,34,CLE,22,5,305,6,38,0,2,6,36,10,22,4,16,20,42,10,4,10,30,22
2008,Kirk Snyder,SF-PF,24,TOT,36,18,761,96,189,5,23,91,166,64,88,30,96,126,64,20,15,52,55,261
2008,Kirk Snyder,PF,24,HOU,9,0,81,13,28,2,9,11,19,6,11,5,7,12,8,1,1,4,6,34
2008,Kirk Snyder,SF,24,MIN,27,18,680,83,161,3,14,80,147,58,77,25,89,114,56,19,14,48,49,227
2008,Darius Songaila,C,29,WAS,80,13,1554,214,467,0,2,214,465,67,73,81,190,271,135,53,16,86,181,495
2008,Jerry Stackhouse,SG,33,DAL,58,13,1412,213,526,60,184,153,342,132,148,33,100,133,145,28,10,86,82,618
2008,DeShawn Stevenson,SG,26,WAS,82,82,2564,301,780,158,413,143,367,157,197,37,198,235,252,65,15,102,110,917
2008,Peja Stojakovic,SF,30,NOH,77,77,2711,451,1026,231,524,220,502,130,140,64,267,331,96,57,10,61,127,1263
2008,Awvee Storey,SG,30,MIL,26,0,259,39,89,0,7,39,82,14,29,31,23,54,16,7,1,10,41,92
2008,Damon Stoudamire,PG,34,TOT,60,33,1037,120,337,50,149,70,188,27,34,20,98,118,165,30,2,80,76,317
2008,Damon Stoudamire,PG,34,MEM,29,29,624,77,194,36,94,41,100,21,26,14,57,71,112,19,0,50,46,211
2008,Damon Stoudamire,PG,34,SAS,31,4,413,43,143,14,55,29,88,6,8,6,41,47,53,11,2,30,30,106
2008,Salim Stoudamire,PG,25,ATL,35,0,402,65,180,29,85,36,95,41,50,4,20,24,28,7,5,21,34,200
2008,Amar'e Stoudemire,C,25,PHO,79,79,2677,714,1211,5,31,709,1180,556,691,178,541,719,118,64,163,174,294,1989
2008,D.J. Strawberry,SG,22,PHO,33,0,270,29,92,6,25,23,67,9,19,9,19,28,30,12,6,11,36,73
2008,Rodney Stuckey,PG,21,DET,57,2,1081,153,382,3,16,150,366,127,156,32,97,129,160,49,6,78,113,436
2008,Robert Swift,C,22,SEA,8,4,98,6,17,0,0,6,17,2,2,6,12,18,1,5,6,10,16,14
2008,Stromile Swift,PF,28,TOT,56,4,844,135,265,0,2,135,263,73,109,64,135,199,26,15,54,51,113,343
2008,Stromile Swift,PF,28,MEM,35,4,549,93,177,0,2,93,175,52,81,46,83,129,22,10,36,39,74,238
2008,Stromile Swift,PF,28,NJN,21,0,295,42,88,0,0,42,88,21,28,18,52,70,4,5,18,12,39,105
2008,Wally Szczerbiak,SF,30,TOT,75,2,1736,311,722,90,218,221,504,149,175,34,183,217,104,23,12,76,103,861
2008,Wally Szczerbiak,SF,30,SEA,50,1,1180,236,513,71,166,165,347,113,134,16,120,136,69,14,5,56,67,656
2008,Wally Szczerbiak,SF,30,CLE,25,1,556,75,209,19,52,56,157,36,41,18,63,81,35,9,7,20,36,205
2008,Sebastian Telfair,PG,22,MIN,60,51,1933,223,556,32,114,191,442,78,105,16,119,135,355,59,11,111,171,556
2008,Jason Terry,SG,30,DAL,82,34,2579,471,1008,136,363,335,645,191,223,30,178,208,264,88,18,92,170,1269
2008,Billy Thomas,SF,32,TOT,11,0,42,4,17,4,16,0,1,2,2,0,2,2,0,1,0,4,4,14
2008,Billy Thomas,SF,32,NJN,4,0,8,0,3,0,3,0,0,2,2,0,0,0,0,0,0,1,0,2
2008,Billy Thomas,SF,32,CLE,7,0,34,4,14,4,13,0,1,0,0,0,2,2,0,1,0,3,4,12
2008,Kenny Thomas,PF,30,SAC,23,3,281,16,38,0,0,16,38,0,5,18,43,61,13,6,1,21,38,32
2008,Kurt Thomas,C-PF,35,TOT,70,48,1584,195,396,0,1,195,395,53,80,130,377,507,67,56,57,46,188,443
2008,Kurt Thomas,C,35,SEA,42,39,1060,139,271,0,0,139,271,39,56,94,275,369,53,35,43,28,131,317
2008,Kurt Thomas,PF,35,SAS,28,9,524,56,125,0,1,56,124,14,24,36,102,138,14,21,14,18,57,126
2008,Tim Thomas,PF,30,LAC,63,51,1940,291,705,83,271,208,434,115,153,62,261,323,171,40,29,98,192,780
2008,Tyrus Thomas,PF,21,CHI,74,27,1330,186,440,1,6,185,434,129,174,102,240,342,90,48,72,77,170,502
2008,Al Thornton,PF,24,LAC,79,31,2158,374,871,43,130,331,741,214,288,98,260,358,98,46,43,128,195,1005
2008,Jamaal Tinsley,PG,29,IND,39,36,1293,176,463,40,141,136,322,72,100,24,117,141,326,66,10,130,97,464
2008,Alando Tucker,SF,23,PHO,6,0,48,8,22,1,4,7,18,5,6,4,4,8,0,0,1,0,2,22
2008,Ronny Turiaf,C,25,LAL,78,21,1458,188,397,0,1,188,396,140,186,95,211,306,128,28,108,72,199,516
2008,Hedo Turkoglu,SF,28,ORL,82,82,3026,556,1219,166,415,390,804,324,391,83,388,471,409,74,25,246,244,1602
2008,Ime Udoka,PF,30,SAS,73,0,1316,159,375,61,165,98,210,44,58,36,192,228,63,56,17,58,127,423
2008,Beno Udrih,PG,25,SAC,65,51,2080,328,708,53,137,275,571,125,147,34,183,217,282,56,10,148,138,834
2008,Anderson Varejao,C,25,CLE,48,13,1320,136,295,0,2,136,293,49,82,134,265,399,53,37,26,59,134,321
2008,Jacque Vaughn,PG,32,SAS,74,9,1139,121,283,3,10,118,273,61,80,13,61,74,159,23,1,54,97,306
2008,Charlie Villanueva,PF,23,MIL,76,31,1829,354,814,55,185,299,629,123,157,145,321,466,78,30,35,107,174,886
2008,Marcus Vinicius,SF,23,NOH,13,0,69,9,20,5,12,4,8,5,11,1,7,8,2,1,1,3,4,28
2008,Jake Voskuhl,C,30,MIL,44,0,386,37,80,0,0,37,80,24,29,30,67,97,13,9,21,29,83,98
2008,Sasha Vujacic,SG,23,LAL,72,0,1279,219,482,118,270,101,212,76,91,19,135,154,72,36,5,52,107,632
2008,Dwyane Wade,SG,26,MIA,51,49,1954,439,937,22,77,417,860,354,467,45,169,214,354,87,37,224,137,1254
2008,Von Wafer,SG,22,TOT,29,0,154,17,61,4,26,13,35,8,12,1,18,19,7,2,3,13,7,46
2008,Von Wafer,SG,22,DEN,21,0,90,10,38,1,15,9,23,6,8,1,9,10,5,2,1,11,4,27
2008,Von Wafer,SG,22,POR,8,0,64,7,23,3,11,4,12,2,4,0,9,9,2,0,2,2,3,19
2008,Antoine Walker,PF,31,MIN,46,1,892,136,375,61,188,75,187,35,66,56,112,168,45,33,8,46,80,368
2008,Ben Wallace,C-PF,33,TOT,72,72,2205,138,352,0,4,138,348,72,169,234,370,604,105,88,117,67,121,348
2008,Ben Wallace,C,33,CHI,50,50,1627,101,271,0,4,101,267,53,125,175,266,441,92,69,80,49,86,255
2008,Ben Wallace,PF,33,CLE,22,22,578,37,81,0,0,37,81,19,44,59,104,163,13,19,37,18,35,93
2008,Gerald Wallace,PF,25,CHA,62,59,2376,408,908,71,221,337,687,313,428,58,315,373,216,131,58,180,189,1200
2008,Rasheed Wallace,C,33,DET,77,76,2346,376,870,112,315,264,555,115,150,84,427,511,137,91,129,86,213,979
2008,Luke Walton,SF,27,LAL,74,31,1729,215,478,28,84,187,394,77,109,85,206,291,218,60,18,100,133,535
2008,Hakim Warrick,PF,25,MEM,75,30,1754,328,653,13,48,315,605,183,260,123,233,356,53,36,28,85,156,852
2008,Darius Washington,SG,22,SAS,18,0,146,21,48,4,12,17,36,7,13,4,16,20,15,5,0,14,16,53
2008,Darryl Watkins,C,23,SAC,9,0,71,5,15,0,0,5,15,2,5,5,7,12,0,2,2,7,8,12
2008,C.J. Watson,PG,23,GSW,32,0,368,43,101,9,26,34,75,23,29,13,19,32,35,15,0,18,19,118
2008,Earl Watson,PG,28,SEA,78,73,2269,339,747,49,132,290,615,111,145,43,182,225,531,69,11,175,158,838
2008,Chris Webber,PF,34,GSW,9,8,126,15,31,0,0,15,31,5,12,2,30,32,18,4,6,11,17,35
2008,Martell Webster,SF,21,POR,75,70,2132,277,656,123,317,154,339,122,166,54,242,296,90,42,28,83,159,799
2008,Bonzi Wells,SG,31,TOT,73,7,1562,252,569,12,50,240,519,146,227,84,247,331,97,75,32,103,157,662
2008,Bonzi Wells,SG,31,HOU,51,7,1124,175,412,8,38,167,374,111,174,63,197,260,80,51,24,76,113,469
2008,Bonzi Wells,SG,31,NOH,22,0,438,77,157,4,12,73,145,35,53,21,50,71,17,24,8,27,44,193
2008,David West,PF,27,NOH,76,76,2870,629,1305,6,25,623,1280,300,353,180,495,675,177,62,99,165,208,1564
2008,Delonte West,PG,24,TOT,61,31,1533,196,475,48,135,148,340,67,91,31,162,193,229,59,29,117,103,507
2008,Delonte West,PG,24,SEA,35,5,727,97,250,19,56,78,194,26,39,13,83,96,113,30,10,66,44,239
2008,Delonte West,PG,24,CLE,26,26,806,99,225,29,79,70,146,41,52,18,79,97,116,29,19,51,59,268
2008,Mario West,SG,23,ATL,64,2,269,21,49,0,4,21,45,17,26,26,22,48,13,12,4,9,61,59
2008,Chris Wilcox,PF,25,SEA,62,55,1739,334,638,0,3,334,635,160,248,126,307,433,74,46,36,103,174,828
2008,Damien Wilkins,SF,28,SEA,76,31,1843,271,673,50,155,221,518,106,144,72,173,245,150,62,19,89,128,698
2008,Mike Wilks,PG,28,TOT,15,0,188,17,36,3,8,14,28,4,4,5,14,19,14,9,0,9,13,41
2008,Mike Wilks,PG,28,DEN,8,0,122,10,23,2,5,8,18,2,2,4,8,12,6,5,0,5,9,24
2008,Mike Wilks,PG,28,WAS,4,0,44,2,4,1,2,1,2,0,0,1,5,6,3,3,0,1,2,5
2008,Mike Wilks,PG,28,SEA,3,0,22,5,9,0,1,5,8,2,2,0,1,1,5,1,0,3,2,12
2008,Aaron Williams,C,36,LAC,30,5,297,27,55,0,0,27,55,14,18,15,46,61,9,12,15,13,44,68
2008,Deron Williams,PG,23,UTA,82,82,3059,566,1117,83,210,483,907,330,411,34,209,243,862,90,23,279,200,1545
2008,Jason Williams,PG,32,MIA,67,53,1886,211,550,97,275,114,275,69,80,12,118,130,307,83,5,91,93,588
2008,Justin Williams,C,23,TOT,23,0,123,13,29,0,0,13,29,8,26,20,29,49,0,5,5,4,17,34
2008,Justin Williams,C,23,SAC,22,0,117,12,26,0,0,12,26,7,22,19,29,48,0,5,5,3,14,31
2008,Justin Williams,C,23,HOU,1,0,6,1,3,0,0,1,3,1,4,1,0,1,0,0,0,1,3,3
2008,Lou Williams,PG,21,PHI,80,0,1862,319,752,55,153,264,599,227,290,41,126,167,253,81,13,125,130,920
2008,Marcus Williams,PG,22,NJN,53,7,854,111,293,54,142,57,151,37,47,14,87,101,140,25,3,75,52,313
2008,Marcus Williams,PF-SF,21,TOT,11,0,36,5,20,0,0,5,20,0,0,4,8,12,3,1,1,0,3,10
2008,Marcus Williams,SF,21,SAS,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2008,Marcus Williams,PF,21,LAC,10,0,34,5,19,0,0,5,19,0,0,4,8,12,3,1,0,0,3,10
2008,Marvin Williams,SF,21,ATL,80,80,2765,424,918,1,10,423,908,336,409,119,338,457,137,81,33,127,225,1185
2008,Mo Williams,PG,25,MIL,66,66,2410,441,919,89,231,352,688,166,194,37,193,230,419,78,10,182,188,1137
2008,Sean Williams,C,21,NJN,73,29,1278,164,305,0,0,164,305,81,133,115,207,322,28,28,106,70,193,409
2008,Shawne Williams,SF,21,IND,65,3,967,159,372,43,137,116,235,76,106,54,122,176,59,26,26,58,132,437
2008,Shelden Williams,PF,24,TOT,64,0,776,92,212,0,2,92,210,71,105,68,137,205,19,22,21,35,110,255
2008,Shelden Williams,PF,24,ATL,36,0,414,37,100,0,1,37,99,35,51,34,73,107,11,13,11,14,60,109
2008,Shelden Williams,PF,24,SAC,28,0,362,55,112,0,1,55,111,36,54,34,64,98,8,9,10,21,50,146
2008,Loren Woods,C,29,HOU,7,0,17,3,5,0,0,3,5,0,0,0,1,1,2,0,0,0,2,6
2008,Metta World Peace,SF,28,SAC,57,54,2172,436,962,84,221,352,741,212,295,101,227,328,199,133,38,148,159,1168
2008,Antoine Wright,SG,23,TOT,56,10,1232,136,329,32,110,104,219,46,67,40,107,147,80,28,21,50,127,350
2008,Antoine Wright,SG,23,NJN,41,10,1056,115,287,27,101,88,186,41,58,35,90,125,67,26,17,39,105,298
2008,Antoine Wright,SG,23,DAL,15,0,176,21,42,5,9,16,33,5,9,5,17,22,13,2,4,11,22,52
2008,Brandan Wright,PF,20,GSW,38,6,376,62,112,0,0,62,112,27,40,38,61,99,9,6,22,13,36,151
2008,Dorell Wright,SF,22,MIA,44,34,1104,143,293,4,11,139,282,57,69,48,172,220,60,29,41,29,79,347
2008,Julian Wright,SF,20,NOH,57,1,640,90,169,10,24,80,145,33,52,33,84,117,40,29,12,34,43,223
2008,Lorenzen Wright,C,32,TOT,18,1,161,6,21,0,0,6,21,3,6,8,30,38,4,3,3,4,31,15
2008,Lorenzen Wright,C,32,ATL,13,1,148,5,17,0,0,5,17,3,6,7,30,37,3,3,3,2,26,13
2008,Lorenzen Wright,C,32,SAC,5,0,13,1,4,0,0,1,4,0,0,1,0,1,1,0,0,2,5,2
2008,Nick Young,SG,22,WAS,75,2,1158,210,478,40,100,170,378,101,124,23,92,115,63,35,7,94,130,561
