Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,J.J. Hickson,C,27,WAS,15,0,131,25,46,0,1,25,45,19,44,17,28,45,7,5,2,9,12,69
2016,Nene Hilario,PF,33,WAS,57,11,1094,209,384,0,3,209,381,107,185,52,207,259,97,54,26,76,156,525
2016,George Hill,PG,29,IND,74,73,2524,326,739,128,314,198,425,114,150,58,240,298,259,83,17,101,149,894
2016,Jordan Hill,C,28,IND,73,11,1513,278,549,0,1,278,548,89,125,156,295,451,87,36,37,92,155,645
2016,Solomon Hill,SF,24,IND,59,3,866,93,208,24,74,69,134,36,42,39,127,166,57,37,11,33,68,246
2016,Darrun Hilliard,SG,22,DET,38,2,383,52,131,19,50,33,81,29,40,5,40,45,27,9,1,19,28,152
2016,Kirk Hinrich,PG,35,TOT,46,7,631,49,129,24,62,25,67,15,16,8,62,70,73,15,2,30,64,137
2016,Kirk Hinrich,PG,35,CHI,35,7,555,47,118,23,56,24,62,15,16,7,51,58,59,13,1,27,63,132
2016,Kirk Hinrich,PG,35,ATL,11,0,76,2,11,1,6,1,5,0,0,1,11,12,14,2,1,3,1,5
2016,Jrue Holiday,PG,25,NOP,65,23,1831,410,935,87,259,323,676,182,216,27,168,195,391,88,22,167,148,1089
2016,Justin Holiday,SG,26,TOT,53,5,773,88,228,36,105,52,123,27,37,12,78,90,56,32,19,39,61,239
2016,Justin Holiday,SG,26,ATL,26,1,263,24,73,10,45,14,28,5,10,4,23,27,11,13,4,13,21,63
2016,Justin Holiday,SG,26,CHI,27,4,510,64,155,26,60,38,95,22,27,8,55,63,45,19,15,26,40,176
2016,Ryan Hollins,C,31,TOT,37,12,460,49,79,0,0,49,79,26,42,47,51,98,10,6,21,24,62,124
2016,Ryan Hollins,C,31,WAS,5,3,48,4,7,0,0,4,7,0,0,7,4,11,0,0,1,3,4,8
2016,Ryan Hollins,C,31,MEM,32,9,412,45,72,0,0,45,72,26,42,40,47,87,10,6,20,21,58,116
2016,Rondae Hollis-Jefferson,SF,21,BRK,29,17,615,63,138,4,14,59,124,37,52,39,115,154,43,39,16,26,61,167
2016,Richaun Holmes,PF,22,PHI,51,1,702,114,222,8,44,106,178,51,74,62,73,135,33,19,40,32,92,287
2016,Rodney Hood,SG,23,UTA,79,79,2541,408,972,161,449,247,523,172,200,38,229,267,213,73,16,125,202,1149
2016,Al Horford,C,29,ATL,82,82,2631,529,1048,88,256,441,792,103,129,148,448,596,263,68,121,107,163,1249
2016,Dwight Howard,C,30,HOU,71,71,2280,372,600,0,6,372,594,232,474,238,597,835,98,69,113,166,219,976
2016,Marcelo Huertas,PG,32,LAL,53,0,869,97,230,16,61,81,169,27,29,18,72,90,182,26,7,80,76,237
2016,Josh Huestis,PF,24,OKC,5,0,55,5,12,4,6,1,6,0,4,2,8,10,0,1,2,3,3,14
2016,Kris Humphries,PF,30,TOT,53,17,835,121,295,34,108,87,187,67,84,57,161,218,36,16,23,38,94,343
2016,Kris Humphries,PF,30,WAS,28,14,466,64,158,23,67,41,91,29,31,26,89,115,16,3,14,20,42,180
2016,Kris Humphries,PF,30,PHO,4,3,74,10,36,3,10,7,26,6,8,11,21,32,7,3,2,4,8,29
2016,Kris Humphries,PF,30,ATL,21,0,295,47,101,8,31,39,70,32,45,20,51,71,13,10,7,14,44,134
2016,R.J. Hunter,SG,22,BOS,36,0,315,36,98,19,63,17,35,6,7,2,35,37,13,14,4,11,29,97
2016,Serge Ibaka,PF,26,OKC,78,78,2500,416,869,60,184,356,685,91,121,141,392,533,66,38,148,108,211,983
2016,Andre Iguodala,SF,32,GSW,65,1,1732,176,368,54,154,122,214,51,83,52,211,263,219,73,19,79,102,457
2016,Ersan Ilyasova,PF,28,TOT,74,56,1881,280,661,96,259,184,402,111,154,144,259,403,67,52,33,71,171,767
2016,Ersan Ilyasova,PF,28,DET,52,52,1434,216,508,78,215,138,293,79,109,99,183,282,55,38,27,59,120,589
2016,Ersan Ilyasova,PF,28,ORL,22,4,447,64,153,18,44,46,109,32,45,45,76,121,12,14,6,12,51,178
2016,Joe Ingles,SF,28,UTA,81,2,1241,124,291,81,210,43,81,13,18,19,132,151,96,55,4,65,98,342
2016,Damien Inglis,SF,20,MIL,20,1,156,13,37,3,13,10,24,7,8,2,29,31,10,6,3,11,11,36
2016,Kyrie Irving,PG,23,CLE,53,53,1667,394,879,84,262,310,617,169,191,44,113,157,249,56,18,124,107,1041
2016,Jarrett Jack,PG,32,BRK,32,32,1027,140,358,31,102,109,256,100,112,9,127,136,236,34,7,94,77,411
2016,Reggie Jackson,PG,25,DET,79,79,2424,540,1244,118,334,422,910,291,337,58,195,253,492,59,11,223,187,1489
2016,LeBron James,SF,31,CLE,76,76,2709,737,1416,87,282,650,1134,359,491,111,454,565,514,104,49,249,143,1920
2016,Al Jefferson,C,31,CHO,47,18,1096,245,505,0,0,245,505,72,111,57,244,301,70,30,41,34,117,562
2016,Cory Jefferson,PF,25,PHO,8,0,50,9,22,0,1,9,21,4,6,6,10,16,0,0,1,0,8,22
2016,Richard Jefferson,SF,35,CLE,74,5,1326,143,312,66,173,77,139,58,87,15,113,128,59,33,14,43,129,410
2016,John Jenkins,SG,24,TOT,43,3,480,71,160,16,51,55,109,20,24,8,49,57,35,8,1,27,22,178
2016,John Jenkins,SG,24,DAL,21,1,193,29,70,3,19,26,51,8,9,4,18,22,9,3,0,11,11,69
2016,John Jenkins,SG,24,PHO,22,2,287,42,90,13,32,29,58,12,15,4,31,35,26,5,1,16,11,109
2016,Brandon Jennings,PG,26,TOT,48,7,868,112,304,51,155,61,149,57,78,16,80,96,170,29,7,57,57,332
2016,Brandon Jennings,PG,26,DET,23,1,416,53,143,24,77,29,66,27,38,5,41,46,70,11,2,22,24,157
2016,Brandon Jennings,PG,26,ORL,25,6,452,59,161,27,78,32,83,30,40,11,39,50,100,18,5,35,33,175
2016,Jonas Jerebko,PF,28,BOS,78,0,1176,118,286,43,108,75,178,61,78,77,211,288,62,20,24,52,137,340
2016,Amir Johnson,PF,28,BOS,79,76,1800,249,426,10,43,239,383,69,121,178,327,505,138,52,83,94,214,577
2016,Chris Johnson,SF,25,UTA,70,2,857,72,194,27,99,45,95,34,42,27,105,132,45,32,20,40,100,205
2016,James Johnson,PF,28,TOR,57,32,926,114,240,20,66,94,174,39,68,28,98,126,67,29,33,54,84,287
2016,Joe Johnson,SF,34,TOT,81,81,2703,377,859,120,313,257,546,118,142,49,243,292,318,61,4,159,146,992
2016,Joe Johnson,SF,34,BRK,57,57,1934,247,608,85,229,162,379,92,108,34,190,224,232,40,2,116,100,671
2016,Joe Johnson,SF,34,MIA,24,24,769,130,251,35,84,95,167,26,34,15,53,68,86,21,2,43,46,321
2016,Orlando Johnson,SG,26,TOT,7,1,101,9,34,2,10,7,24,6,8,4,11,15,2,3,3,4,9,26
2016,Orlando Johnson,SG,26,PHO,2,0,47,5,17,1,5,4,12,5,6,3,6,9,0,2,3,1,5,16
2016,Orlando Johnson,SG,26,NOP,5,1,54,4,17,1,5,3,12,1,2,1,5,6,2,1,0,3,4,10
2016,Stanley Johnson,SF,19,DET,73,6,1687,225,600,63,205,162,395,80,102,58,248,306,118,55,12,114,178,593
2016,Tyler Johnson,SG,23,MIA,36,5,863,118,243,27,71,91,172,51,64,28,81,109,79,24,14,47,66,314
2016,Wesley Johnson,SF,28,LAC,80,9,1666,208,515,103,309,105,206,30,46,37,211,248,49,89,56,54,173,549
2016,Nikola Jokic,C,20,DEN,80,55,1733,307,600,28,84,279,516,154,190,181,379,560,189,79,50,104,208,796
2016,Dahntay Jones,SF,35,CLE,1,0,42,6,14,1,2,5,12,0,0,1,4,5,2,1,2,0,6,13
2016,James Jones,SF,35,CLE,48,0,463,58,142,41,104,17,38,21,26,8,42,50,14,11,10,13,50,178
2016,Terrence Jones,PF,24,HOU,50,11,1044,166,367,25,79,141,288,77,116,62,149,211,41,23,39,49,86,434
2016,Tyus Jones,PG,19,MIN,37,0,573,56,156,16,53,40,103,28,39,7,40,47,108,31,3,33,33,156
2016,DeAndre Jordan,C,27,LAC,77,77,2598,357,508,0,1,357,507,266,619,267,792,1059,90,51,177,107,207,980
2016,Cory Joseph,SG,24,TOR,80,4,2046,257,585,30,110,227,475,133,174,39,171,210,250,63,20,102,131,677
2016,Chris Kaman,C,33,POR,16,2,112,20,43,1,4,19,39,3,3,7,17,24,11,1,1,8,15,44
2016,Frank Kaminsky,C,22,CHO,81,3,1708,215,525,68,202,147,323,108,148,69,266,335,98,38,43,58,126,606
2016,Enes Kanter,C,23,OKC,82,1,1721,414,719,10,21,404,698,200,251,249,415,664,33,26,33,115,166,1038
2016,Sergey Karasev,SF,22,BRK,40,5,399,30,74,11,37,19,37,26,28,8,50,58,35,6,2,22,27,97
2016,Sasha Kaun,C,30,CLE,25,0,95,9,17,0,0,9,17,5,11,12,14,26,3,4,5,7,11,23
2016,Ryan Kelly,PF,24,LAL,36,0,470,55,149,5,37,50,112,37,54,21,100,121,20,13,10,18,39,152
2016,Michael Kidd-Gilchrist,SF,22,CHO,7,7,205,33,61,3,7,30,54,20,29,12,33,45,9,3,3,8,9,89
2016,Sean Kilpatrick,SG,26,TOT,31,0,616,123,270,39,114,84,156,60,67,12,44,56,29,12,2,31,37,345
2016,Sean Kilpatrick,SG,26,DEN,8,0,82,8,21,4,17,4,4,7,8,2,4,6,3,2,0,4,7,27
2016,Sean Kilpatrick,SG,26,BRK,23,0,534,115,249,35,97,80,152,53,59,10,40,50,26,10,2,27,30,318
2016,Brandon Knight,SG,24,PHO,52,50,1870,371,895,120,351,251,544,156,183,36,166,202,263,61,20,177,124,1018
2016,Kyle Korver,SG,34,ATL,80,80,2401,268,616,158,397,110,219,45,54,14,246,260,164,60,35,98,161,739
2016,Kosta Koufos,C,26,SAC,78,14,1482,236,444,0,0,236,444,57,104,169,254,423,33,40,70,48,185,529
2016,Jeremy Lamb,SG,23,CHO,66,0,1227,230,510,56,181,174,329,64,88,44,208,252,77,42,30,50,105,580
2016,Carl Landry,PF,32,PHI,36,12,569,139,250,6,13,133,237,67,91,49,97,146,32,12,9,22,69,351
2016,Shane Larkin,PG,23,BRK,78,17,1751,222,502,39,108,183,394,83,107,28,152,180,342,95,12,146,121,566
2016,Joffrey Lauvergne,C,24,DEN,59,15,1041,195,380,13,53,182,327,62,69,77,213,290,56,13,15,54,115,465
2016,Zach LaVine,SG,20,MIN,82,33,2294,433,959,123,316,310,643,161,203,27,201,228,251,69,17,155,193,1150
2016,Ty Lawson,PG,28,TOT,66,13,1411,139,354,36,108,103,246,59,86,26,94,120,237,53,7,95,87,373
2016,Ty Lawson,PG,28,HOU,53,12,1176,111,287,31,94,80,193,56,80,20,69,89,180,43,6,82,71,309
2016,Ty Lawson,PG,28,IND,13,1,235,28,67,5,14,23,53,3,6,6,25,31,57,10,1,13,16,64
2016,Courtney Lee,SG,30,TOT,79,65,2334,290,639,82,217,208,422,99,118,29,176,205,136,85,28,72,134,761
2016,Courtney Lee,SG,30,MEM,51,37,1489,192,419,51,138,141,281,76,92,19,99,118,76,52,16,49,79,511
2016,Courtney Lee,SG,30,CHO,28,28,845,98,220,31,79,67,141,23,26,10,77,87,60,33,12,23,55,250
2016,David Lee,PF,32,TOT,55,5,903,178,335,0,1,178,334,71,93,101,204,305,84,22,28,66,114,427
2016,David Lee,PF,32,BOS,30,4,470,87,192,0,1,87,191,40,51,41,89,130,54,12,13,38,51,214
2016,David Lee,PF,32,DAL,25,1,433,91,143,0,0,91,143,31,42,60,115,175,30,10,15,28,63,213
2016,Alex Len,C,22,PHO,78,46,1821,264,624,1,7,263,617,174,239,178,416,594,97,38,62,145,230,703
2016,Kawhi Leonard,SF,24,SAS,72,72,2380,551,1090,129,291,422,799,292,334,95,398,493,186,128,71,105,133,1523
2016,Meyers Leonard,PF,23,POR,61,10,1333,195,435,86,228,109,207,35,46,51,263,314,92,8,18,77,183,511
2016,Jon Leuer,PF,26,PHO,67,27,1255,224,466,42,110,182,356,77,101,76,297,373,72,38,30,75,125,567
2016,Damian Lillard,PG,25,POR,75,75,2676,618,1474,229,610,389,864,414,464,45,257,302,512,65,28,242,165,1879
2016,Jeremy Lin,SG,27,CHO,78,13,2048,300,728,76,226,224,502,238,292,42,211,253,235,58,42,150,165,914
2016,Shaun Livingston,PG,30,GSW,78,3,1520,203,379,2,12,201,367,80,93,42,127,169,237,57,27,78,140,488
2016,Kevon Looney,PF,19,GSW,5,0,21,4,7,1,2,3,5,0,0,4,6,10,0,0,0,1,2,9
2016,Brook Lopez,C,27,BRK,73,73,2457,591,1157,2,14,589,1143,317,403,204,369,573,147,58,124,175,215,1501
2016,Robin Lopez,C,27,NYK,82,82,2219,357,662,0,1,357,661,128,161,268,334,602,114,16,129,133,182,842
2016,Kevin Love,PF,27,CLE,77,77,2424,409,977,158,439,251,538,258,314,149,613,762,186,58,41,142,159,1234
2016,Kyle Lowry,PG,29,TOR,77,77,2851,512,1198,212,547,300,651,398,491,55,310,365,494,158,34,225,211,1634
2016,Trey Lyles,PF,20,UTA,80,33,1382,191,436,49,128,142,308,57,82,59,240,299,59,26,18,65,114,488
2016,Shelvin Mack,PG,25,TOT,52,27,1058,182,415,39,125,143,290,45,61,13,115,128,187,34,3,95,72,448
2016,Shelvin Mack,PG,25,ATL,24,0,179,40,95,4,27,36,68,9,12,2,20,22,38,8,0,14,7,93
2016,Shelvin Mack,PG,25,UTA,28,27,879,142,320,35,98,107,222,36,49,11,95,106,149,26,3,81,65,355
2016,Ian Mahinmi,C,29,IND,71,71,1816,264,448,0,0,264,448,132,225,138,369,507,104,65,75,100,220,660
2016,Devyn Marble,SG,23,ORL,28,0,249,21,71,8,32,13,39,10,24,6,32,38,12,13,1,7,25,60
2016,Boban Marjanovic,C,27,SAS,54,4,508,105,174,0,0,105,174,87,114,73,121,194,21,12,23,29,54,297
2016,Kendall Marshall,PG,24,PHI,30,6,400,43,118,16,49,27,69,9,13,2,26,28,73,16,2,43,30,111
2016,Jarell Martin,PF,21,MEM,27,0,380,54,116,0,2,54,114,45,62,39,47,86,15,8,7,19,58,153
2016,Kevin Martin,SG,32,TOT,55,13,1095,156,419,49,136,107,283,153,172,14,96,110,58,26,3,54,83,514
2016,Kevin Martin,SG,32,MIN,39,12,834,126,334,38,103,88,231,125,142,10,71,81,46,17,1,41,68,415
2016,Kevin Martin,SG,32,SAS,16,1,261,30,85,11,33,19,52,28,30,4,25,29,12,9,2,13,15,99
2016,Wesley Matthews,SF,29,DAL,78,78,2644,331,854,189,525,142,329,126,146,27,211,238,151,78,17,78,179,977
2016,O.J. Mayo,SG,28,MIL,41,24,1090,119,321,52,162,67,159,31,40,13,92,105,118,48,8,72,126,321
2016,Luc Mbah a Moute,PF,29,LAC,75,61,1274,94,207,13,40,81,167,30,57,60,111,171,30,44,19,34,100,231
2016,James Michael McAdoo,PF,23,GSW,41,1,262,45,84,1,2,44,82,26,49,30,28,58,17,10,8,16,39,117
2016,Ray McCallum,PG,24,TOT,41,6,475,55,146,15,42,40,104,12,15,8,39,47,60,12,7,24,29,137
2016,Ray McCallum,PG,24,SAS,31,3,256,27,67,5,16,22,51,9,10,6,25,31,33,5,4,11,14,68
2016,Ray McCallum,PG,24,MEM,10,3,219,28,79,10,26,18,53,3,5,2,14,16,27,7,3,13,15,69
2016,C.J. McCollum,SG,24,POR,80,80,2780,641,1431,197,472,444,959,187,226,47,212,259,341,97,23,196,187,1666
2016,T.J. McConnell,PG,23,PHI,81,17,1606,218,464,31,89,187,375,26,41,43,207,250,367,95,10,140,114,493
2016,Chris McCullough,PF,20,BRK,24,4,362,44,109,13,34,31,75,11,23,25,43,68,9,28,12,15,39,112
2016,K.J. McDaniels,SF,22,HOU,37,1,235,29,72,7,25,22,47,24,30,16,26,42,10,7,6,17,30,89
2016,Doug McDermott,SF,24,CHI,81,4,1861,291,644,110,259,181,385,72,84,37,158,195,59,14,6,53,127,764
2016,Mitch McGary,PF,23,OKC,20,0,72,11,23,0,4,11,19,4,10,4,14,18,3,1,2,7,10,26
2016,JaVale McGee,C,28,DAL,34,2,370,77,134,0,1,77,133,18,36,53,80,133,3,5,26,21,49,172
2016,Ben McLemore,SG,22,SAC,68,53,1443,195,455,67,185,128,270,74,103,34,114,148,79,52,10,99,140,531
2016,Jordan McRae,PG,24,TOT,22,1,195,34,78,10,22,24,56,21,28,4,16,20,25,3,1,15,17,99
2016,Jordan McRae,PG,24,PHO,7,0,82,11,26,3,11,8,15,12,15,2,6,8,10,3,0,6,7,37
2016,Jordan McRae,PG,24,CLE,15,1,113,23,52,7,11,16,41,9,13,2,10,12,15,0,1,9,10,62
2016,Josh McRoberts,PF,28,MIA,42,1,595,55,148,12,49,43,99,28,40,22,83,105,81,18,7,30,68,150
2016,Jodie Meeks,SG,28,DET,3,0,43,7,20,4,9,3,11,4,4,1,4,5,3,0,0,1,2,22
2016,Salah Mejri,C,29,DAL,34,6,397,49,78,0,1,49,77,27,46,41,82,123,10,8,36,23,54,125
2016,Jordan Mickey,PF,21,BOS,16,0,57,8,22,0,0,8,22,5,10,6,7,13,1,0,11,1,5,21
2016,Khris Middleton,SG,24,MIL,79,79,2852,507,1142,143,361,364,781,277,312,44,258,302,331,131,19,180,204,1434
2016,C.J. Miles,SF,28,IND,64,24,1464,259,634,142,387,117,247,93,124,25,150,175,63,53,29,70,142,753
2016,Andre Miller,PG,39,TOT,39,4,461,59,106,2,8,57,98,24,32,12,39,51,87,16,0,37,46,144
2016,Andre Miller,PG,39,MIN,26,0,280,36,58,1,4,35,54,15,19,6,18,24,58,9,0,25,32,88
2016,Andre Miller,PG,39,SAS,13,4,181,23,48,1,4,22,44,9,13,6,21,27,29,7,0,12,14,56
2016,Mike Miller,SF,35,DEN,47,2,373,22,62,19,52,3,10,0,0,6,47,53,40,13,4,17,53,63
2016,Patty Mills,PG,27,SAS,81,3,1662,260,612,123,320,137,292,47,58,27,131,158,226,59,6,76,102,690
2016,Elijah Millsap,SG,28,UTA,20,0,173,11,39,1,12,10,27,13,18,6,29,35,19,7,3,9,33,36
2016,Paul Millsap,PF,30,ATL,81,81,2647,501,1066,74,232,427,834,309,408,198,534,732,265,147,139,191,237,1385
2016,Nikola Mirotic,PF,24,CHI,66,38,1646,248,609,135,346,113,263,146,181,58,304,362,100,58,46,102,151,777
2016,Nazr Mohammed,C,38,OKC,5,0,19,3,5,0,0,3,5,2,2,1,3,4,0,0,0,3,4,8
2016,Greg Monroe,C,25,MIL,79,67,2314,491,941,0,1,491,940,228,308,218,478,696,178,72,67,129,163,1210
2016,Luis Montero,SG,22,POR,12,0,42,5,19,1,9,4,10,3,4,0,4,4,1,0,0,4,1,14
2016,E'Twaun Moore,SG,26,CHI,59,22,1263,187,389,47,104,140,285,22,35,19,114,133,99,37,18,53,103,443
2016,Eric Moreland,PF,24,SAC,8,0,48,3,6,0,0,3,6,2,4,3,8,11,1,0,4,3,4,8
2016,Marcus Morris,SF,26,DET,80,80,2856,410,945,108,298,302,647,203,271,91,313,404,201,67,23,140,170,1131
2016,Markieff Morris,PF,26,TOT,64,45,1629,305,718,47,155,258,563,108,147,73,279,352,124,58,34,135,184,765
2016,Markieff Morris,PF,26,PHO,37,24,917,171,431,22,76,149,355,66,92,43,151,194,87,33,17,90,104,430
2016,Markieff Morris,PF,26,WAS,27,21,712,134,287,25,79,109,208,42,55,30,128,158,37,25,17,45,80,335
2016,Anthony Morrow,SG,30,OKC,68,6,926,136,333,79,204,57,129,29,39,10,52,62,24,22,5,17,64,380
2016,Donatas Motiejunas,PF,25,HOU,37,22,547,90,205,16,57,74,148,34,53,37,72,109,41,17,5,44,69,230
2016,Timofey Mozgov,C,29,CLE,76,48,1326,203,359,1,7,202,352,68,95,110,227,337,33,22,57,71,159,475
2016,Emmanuel Mudiay,PG,19,DEN,68,66,2068,329,905,74,232,255,673,140,209,32,200,232,372,65,35,217,141,872
2016,Shabazz Muhammad,SF,23,MIN,82,0,1682,317,681,44,152,273,529,185,242,100,167,267,52,24,7,70,94,863
2016,Xavier Munford,SG,23,MEM,14,0,244,32,77,9,23,23,54,7,14,3,28,31,22,13,3,15,25,80
2016,Mike Muscala,C,24,ATL,60,0,565,76,152,12,39,64,113,31,39,38,79,117,34,13,27,27,72,195
2016,Larry Nance Jr.,PF,23,LAL,63,22,1266,158,300,1,10,157,290,32,47,101,211,312,44,54,23,41,124,349
2016,Shabazz Napier,PG,24,ORL,55,0,600,68,201,34,104,34,97,33,45,9,46,55,97,23,1,46,38,203
2016,Gary Neal,SG,31,WAS,40,2,807,151,325,41,100,110,225,47,55,11,72,83,47,20,1,29,55,390
2016,Jameer Nelson,PG,33,DEN,39,15,1036,113,307,43,144,70,163,30,35,19,96,115,190,25,5,66,100,299
2016,Raul Neto,PG,23,UTA,81,53,1499,180,418,64,162,116,256,52,70,17,103,120,174,62,2,109,122,476
2016,Andrew Nicholson,PF,26,ORL,56,0,823,146,310,41,114,105,196,51,65,34,167,201,25,10,22,41,69,384
2016,Joakim Noah,C,30,CHI,29,2,635,51,133,0,1,51,132,22,45,87,168,255,110,18,29,52,77,124
2016,Nerlens Noel,C,21,PHI,67,62,1965,306,587,1,2,305,585,134,227,154,388,542,122,118,100,158,192,747
2016,Lucas Nogueira,C,23,TOR,29,1,225,28,44,1,3,27,41,8,15,18,28,46,7,12,12,11,29,65
2016,Steve Novak,PF,32,TOT,10,0,44,8,18,7,15,1,3,1,1,0,5,5,0,0,0,1,3,24
2016,Steve Novak,PF,32,OKC,7,0,24,6,12,5,9,1,3,0,0,0,4,4,0,0,0,1,1,17
2016,Steve Novak,PF,32,MIL,3,0,20,2,6,2,6,0,0,1,1,0,1,1,0,0,0,0,2,7
2016,Dirk Nowitzki,PF,37,DAL,75,75,2364,498,1112,126,342,372,770,250,280,52,437,489,132,52,52,84,161,1372
2016,Jusuf Nurkic,C,21,DEN,32,3,547,101,242,0,3,101,239,61,99,65,110,175,40,24,44,55,91,263
2016,J.J. O'Brien,SF,23,UTA,2,0,6,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
2016,Johnny O'Bryant,PF,22,MIL,66,4,857,86,209,1,1,85,208,27,40,65,111,176,32,18,8,31,100,200
2016,Kyle O'Quinn,PF,25,NYK,65,1,764,129,271,5,22,124,249,46,60,76,174,250,72,20,49,61,107,309
2016,Jahlil Okafor,C,20,PHI,53,48,1591,397,781,1,6,396,775,133,194,122,251,373,65,22,61,124,140,928
2016,Victor Oladipo,SG,23,ORL,72,52,2379,425,970,98,282,327,688,205,247,48,297,345,282,116,54,153,174,1153
2016,Kelly Olynyk,C,24,BOS,69,8,1395,253,556,85,210,168,346,96,128,72,209,281,105,52,33,74,163,687
2016,Kelly Oubre,SF,20,WAS,63,9,671,90,211,25,79,65,132,31,49,25,108,133,13,22,7,34,100,236
2016,Zaza Pachulia,C,31,DAL,76,69,2004,219,470,0,3,219,467,212,276,249,469,718,128,64,22,119,181,650
2016,Kostas Papanikolaou,SF,25,DEN,26,6,294,24,66,10,32,14,34,9,14,8,32,40,16,13,5,21,24,67
2016,Jabari Parker,PF,20,MIL,76,72,2408,443,899,9,35,434,864,175,228,123,272,395,130,69,29,116,154,1070
2016,Tony Parker,PG,33,SAS,72,72,1980,350,710,27,65,323,645,130,171,17,159,176,379,54,11,131,114,857
2016,Chandler Parsons,SF,27,DAL,61,51,1799,320,651,104,251,216,400,93,136,29,256,285,169,46,21,95,114,837
2016,Lamar Patterson,SG,24,ATL,35,0,395,28,80,12,49,16,31,16,22,4,46,50,39,9,2,23,45,84
2016,Patrick Patterson,PF,26,TOR,79,0,2020,204,493,106,293,98,200,29,34,77,265,342,94,53,32,65,128,543
2016,Chris Paul,PG,30,LAC,74,74,2420,515,1114,122,329,393,785,294,328,39,271,310,738,152,13,194,185,1446
2016,Adreian Payne,PF,24,MIN,52,2,486,53,145,9,32,44,113,17,26,20,91,111,29,16,11,36,77,132
2016,Cameron Payne,PG,21,OKC,57,1,698,114,278,36,111,78,167,19,24,9,76,85,108,36,6,44,80,283
2016,Elfrid Payton,PG,21,ORL,73,69,2145,318,730,30,92,288,638,112,190,77,184,261,468,89,20,177,159,778
2016,Nikola Pekovic,C,30,MIN,12,3,156,19,50,0,0,19,50,16,20,7,14,21,11,1,0,9,22,54
2016,Kendrick Perkins,C,31,NOP,37,5,542,40,75,0,0,40,75,11,25,25,103,128,31,11,11,41,64,91
2016,Paul Pierce,SF,38,LAC,68,38,1231,144,397,75,242,69,155,54,66,12,174,186,71,33,17,58,129,417
2016,Tibor Pleiss,C,26,UTA,12,0,82,11,25,0,2,11,23,2,2,6,9,15,2,1,2,8,19,24
2016,Mason Plumlee,C,25,POR,82,82,2084,267,517,0,4,267,513,215,335,201,427,628,226,68,85,154,253,749
2016,Miles Plumlee,C,27,MIL,61,14,870,140,233,0,0,140,233,34,59,94,138,232,16,21,50,40,73,314
2016,Otto Porter,SF,22,WAS,75,73,2276,339,717,98,267,241,450,95,126,97,294,391,120,105,32,70,163,871
2016,Bobby Portis,PF,20,CHI,62,4,1102,186,436,16,52,170,384,48,66,123,214,337,52,25,22,54,100,436
2016,Kristaps Porzingis,PF,20,NYK,72,72,2047,373,886,81,243,292,643,201,240,132,394,526,94,53,134,121,205,1028
2016,Dwight Powell,PF,24,DAL,69,2,992,146,296,2,16,144,280,105,142,84,189,273,44,36,24,40,118,399
2016,Norman Powell,SG,22,TOR,49,24,725,97,229,36,89,61,140,43,53,16,95,111,47,29,10,32,59,273
2016,Phil Pressey,PG,24,TOT,23,0,283,30,78,4,18,26,60,13,25,3,28,31,75,18,4,33,28,77
2016,Phil Pressey,PG,24,PHI,14,0,170,21,55,4,13,17,42,9,18,0,23,23,46,11,1,19,14,55
2016,Phil Pressey,PG,24,PHO,9,0,113,9,23,0,5,9,18,4,7,3,5,8,29,7,3,14,14,22
2016,Ronnie Price,PG,32,PHO,62,18,1211,116,302,68,196,48,106,31,41,25,74,99,147,74,13,70,161,331
2016,Pablo Prigioni,PG,38,LAC,59,3,823,55,147,28,95,27,52,7,8,38,76,114,130,53,1,49,82,145
2016,Tayshaun Prince,SF,35,MIN,77,44,1462,102,229,4,23,98,206,13,19,32,115,147,73,36,13,27,62,221
2016,Julius Randle,PF,21,LAL,81,60,2286,358,835,10,36,348,799,193,270,172,657,829,144,53,29,149,242,919
2016,Zach Randolph,PF,34,MEM,68,53,2016,431,907,6,26,425,881,172,216,179,350,529,142,43,13,105,146,1040
2016,J.J. Redick,SG,31,LAC,75,75,2097,422,880,200,421,222,459,182,205,10,129,139,106,42,5,78,135,1226
2016,Willie Reed,C,25,BRK,39,2,426,76,133,0,0,76,133,30,55,49,73,122,10,6,30,16,47,182
2016,Josh Richardson,SG,22,MIA,52,2,1107,123,272,53,115,70,157,42,63,21,86,107,73,36,25,35,107,341
2016,Austin Rivers,SG,23,LAC,67,7,1464,226,516,62,185,164,331,79,116,22,108,130,99,48,9,61,137,593
2016,Andre Roberson,SG,24,OKC,70,70,1553,136,274,32,103,104,171,33,54,79,172,251,47,53,42,35,133,337
2016,Brian Roberts,PG,30,TOT,51,0,470,74,165,15,42,59,123,42,47,6,35,41,54,10,2,23,35,205
2016,Brian Roberts,PG,30,CHO,30,0,333,51,115,9,27,42,88,34,37,4,25,29,38,7,1,16,23,145
2016,Brian Roberts,PG,30,POR,21,0,137,23,50,6,15,17,35,8,10,2,10,12,16,3,1,7,12,60
2016,Glenn Robinson,SF,22,IND,45,4,508,65,151,14,37,51,114,27,39,12,56,68,26,17,9,18,21,171
2016,Nate Robinson,PG,31,NOP,2,1,23,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,5,0
